iter	Logloss
0	0.5656144907
1	0.4310071608
2	0.3252034659
3	0.2572837063
4	0.2020602937
5	0.1555435348
6	0.127206742
7	0.1050961443
8	0.08882221686
9	0.07791502457
10	0.06933279446
11	0.06222836786
12	0.05736335008
13	0.05355118847
14	0.0502775363
15	0.04805027259
16	0.04561432173
17	0.04401631974
18	0.04263691831
19	0.04168136673
20	0.04049827626
21	0.03945018025
22	0.03862548409
23	0.03804832707
24	0.03679954204
25	0.03611647174
26	0.03538212646
27	0.03498002689
28	0.03469122187
29	0.03441307301
30	0.03414820794
31	0.03375287625
32	0.03346149569
33	0.03313839555
34	0.03296420547
35	0.03281594465
36	0.03269200399
37	0.03230582153
38	0.03215389278
39	0.03202359876
40	0.03186983344
41	0.03173206447
42	0.03159178074
43	0.0314796277
44	0.03134911097
45	0.03125922897
46	0.0310980664
47	0.03104069607
48	0.03097116621
49	0.03080861615
50	0.03066758228
51	0.03056310877
52	0.03051654484
53	0.03038541482
54	0.03023817392
55	0.0300183333
56	0.02997039875
57	0.0298262059
58	0.02975959802
59	0.02970568789
60	0.02962625425
61	0.02952091167
62	0.02935789987
63	0.0292593667
64	0.02919867762
65	0.02914405297
66	0.02907214385
67	0.02896440464
68	0.02882197391
69	0.0287837945
70	0.02871594444
71	0.02865817064
72	0.02856135293
73	0.02851882756
74	0.02841536423
75	0.02833686221
76	0.02825451403
77	0.02814810079
78	0.02808575179
79	0.02801220043
80	0.02794952047
81	0.02787054389
82	0.02782968429
83	0.02778247095
84	0.02772448377
85	0.027583788
86	0.02750380596
87	0.02744909706
88	0.02734399546
89	0.0272810723
90	0.02720169314
91	0.0271322955
92	0.02709141478
93	0.02704792431
94	0.02700833789
95	0.02696054037
96	0.02691187445
97	0.0268916072
98	0.02683012768
99	0.02679062007
100	0.02671794253
101	0.02668211477
102	0.02662856686
103	0.02656730895
104	0.02653345946
105	0.02648031403
106	0.02644315587
107	0.02638151605
108	0.02629179071
109	0.02623816962
110	0.02621609679
111	0.02617471833
112	0.02610259431
113	0.02603051189
114	0.02597481776
115	0.02591875293
116	0.02588092182
117	0.0257839062
118	0.0257393279
119	0.02573563238
120	0.02572150558
121	0.02564720755
122	0.0256188232
123	0.02558329277
124	0.02552711872
125	0.02545022557
126	0.02540208441
127	0.02531102065
128	0.02529060228
129	0.02522063386
130	0.02518571949
131	0.02514279085
132	0.02511400549
133	0.02508016374
134	0.02505149868
135	0.02500833274
136	0.02498036011
137	0.02490638561
138	0.02487160935
139	0.02482625704
140	0.02477545079
141	0.02472618198
142	0.02469086886
143	0.02467658286
144	0.02461152147
145	0.02456026227
146	0.02446061624
147	0.02442612406
148	0.02437329728
149	0.02436931216
150	0.02435362066
151	0.02431799946
152	0.02430227587
153	0.02425238673
154	0.02415030556
155	0.02407522316
156	0.02401807889
157	0.023975509
158	0.0239569815
159	0.02392371023
160	0.02388420847
161	0.02386419149
162	0.02385768341
163	0.02385074528
164	0.02382240178
165	0.02378657761
166	0.02378005222
167	0.02376403668
168	0.02370972254
169	0.02367853251
170	0.02363343377
171	0.02360052913
172	0.02353400169
173	0.023494365
174	0.02344868061
175	0.02341900853
176	0.02335397945
177	0.02334697132
178	0.02333173441
179	0.02328592348
180	0.02325619863
181	0.02325061626
182	0.0232309684
183	0.02319161726
184	0.02315321648
185	0.02313322122
186	0.02311717915
187	0.02308877852
188	0.02304393069
189	0.02301752612
190	0.02301283571
191	0.02299206376
192	0.02297150225
193	0.02296503992
194	0.02292807384
195	0.02291742025
196	0.02288540152
197	0.02282825581
198	0.02274858608
199	0.02273852172
200	0.02271968883
201	0.02268812326
202	0.02268327165
203	0.02265005031
204	0.02258682932
205	0.02257669938
206	0.02256525343
207	0.02254579299
208	0.02247953779
209	0.02244658625
210	0.02244475646
211	0.02241338416
212	0.02237712196
213	0.02237327835
214	0.02236193922
215	0.02233674961
216	0.02226394594
217	0.02223205755
218	0.02222391334
219	0.0221893593
220	0.02216074227
221	0.02214607219
222	0.02213056387
223	0.02211354647
224	0.02209890757
225	0.02208242768
226	0.02207313809
227	0.02204471989
228	0.02202887705
229	0.02200314719
230	0.02198447694
231	0.02195159295
232	0.02191464072
233	0.02190152112
234	0.02187525133
235	0.02185182643
236	0.02182276251
237	0.0217832429
238	0.02173492529
239	0.0217296083
240	0.02171717143
241	0.0217080602
242	0.02169530558
243	0.02166708368
244	0.02163134456
245	0.02158371199
246	0.02155643472
247	0.02155255829
248	0.02151532035
249	0.02150301614
250	0.02147624177
251	0.02144574137
252	0.02142369006
253	0.02139845585
254	0.02137716453
255	0.02137018703
256	0.02133504925
257	0.02130790921
258	0.02124893522
259	0.02119961215
260	0.02118459301
261	0.02116011368
262	0.021144071
263	0.02108585636
264	0.02105904414
265	0.0210375255
266	0.02099849565
267	0.02096712196
268	0.02092936644
269	0.02091747365
270	0.02091491354
271	0.02088066946
272	0.0208697095
273	0.02083704275
274	0.02081754815
275	0.0208008472
276	0.02075188059
277	0.02072429098
278	0.02070116102
279	0.02069507263
280	0.02061076704
281	0.02060105978
282	0.02056637784
283	0.02055257366
284	0.02052454891
285	0.02050408878
286	0.02049017599
287	0.02047790884
288	0.02044905795
289	0.0204253935
290	0.02042061701
291	0.02041029236
292	0.02038496158
293	0.02036061951
294	0.02035133296
295	0.02032243929
296	0.02030885987
297	0.02027552676
298	0.02025714986
299	0.02023486008
300	0.02023029505
301	0.02020823007
302	0.02019499451
303	0.02015718572
304	0.02014951995
305	0.02011111562
306	0.02010735665
307	0.02006649432
308	0.02005807307
309	0.02005263935
310	0.02003450419
311	0.02001537294
312	0.02000744986
313	0.0199798426
314	0.01995738078
315	0.0199228579
316	0.01989494325
317	0.01987936245
318	0.01986692701
319	0.0198527225
320	0.01984480173
321	0.01982343934
322	0.01981665684
323	0.0197757947
324	0.01973362086
325	0.01971701407
326	0.01970807211
327	0.019705793
328	0.01965974711
329	0.01962755529
330	0.01958973474
331	0.01956651194
332	0.01954500144
333	0.01954013163
334	0.0195316163
335	0.01949944673
336	0.0194867444
337	0.01944793567
338	0.01941316179
339	0.01937741123
340	0.01935841517
341	0.01933972084
342	0.01933709881
343	0.01930633441
344	0.01929465883
345	0.01928501684
346	0.01926495839
347	0.01924274019
348	0.01921232005
349	0.01919165923
350	0.0191866593
351	0.01916001166
352	0.01915217016
353	0.01912544978
354	0.01911962002
355	0.01910817647
356	0.01910200554
357	0.01909951986
358	0.01907354278
359	0.01906597178
360	0.01906168146
361	0.0190379901
362	0.01902151934
